965	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Western-Power-complies-with-wood-pole-order.aspx	An EnergySafety review has confirmed that Western Power has met the requirements of an order issued in September 2009 to make its rural wood distribution poles safe and to develop a sound management plan for their maintenance. The order required Western Power to reinforce or replace all aged hardwood poles in its rural distribution network. Commerce Minister Michael Mischin said completion of the work under the order was a major public safety achievement, with Western Power treating about 170,000 poles in rural areas. "I am confident that compliance with the order will significantly reduce the risk of bushfires and power interruptions caused by wood poles breaking at ground level and falling," Mr Mischin said. "Jarrah and other hardwood poles used throughout the electricity network can be weakened at the ground line by fungal and termite attack, which can lead to failure when subject to wind forces much less than applicable standards require them to withstand. "The Director of EnergySafety has carried out his own checks and assessments to confirm that pole reinforcement and replacement work has been completed in the rural network in accordance with the order." Energy Minister Mike Nahan said the work was completed safely, on time and under budget, with a $620 million investment from the Liberal National Government. "In addition to significantly reducing the public safety risk posed by wood poles, the order helped prompt a profound change in the way Western Power manages its power pole network including inspection practices, data management and work practices," Dr Nahan said.  "Western Power is also proceeding with reinforcing and replacing wood poles in the metropolitan area and in regional centres.  Already, more than half the poles needing attention have been reinforced or replaced under a risk-based priority system.  "This work will continue, with the poles presenting the greatest risk of failure being attended to in order of priority.  Any poles found to present an imminent risk will be treated immediately." Commerce Minister's office - 6552 5600 Energy Minister's office - 6552 5700	{"minister": "Mischin; Nahan", "portfolio": "Commerce; Energy"}	2016-06-22
966	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Water-way-to-go-Top-WA-vollies-recognised.aspx	A water ski enthusiast who has developed equipment and teaching techniques to enable people with disability to water ski was among 37 volunteers honoured this morning for their service to the community. John Wilson has been volunteering for the Western Australian Water Ski Association for more than a quarter of a century and is still actively involved in the sport.  Speaking at the Liberal National Government's WA Volunteer Service Awards, Seniors and Volunteering Minister Tony Simpson said Mr Wilson was a fantastic example of a Western Australian volunteer who devoted years of his life to his passion.  "More than two decades ago, Mr Wilson was approached by a girl in a wheelchair who wanted to water ski.  Since that time, he has helped numerous children with disability to pursue this sport," Mr Simpson said.  "By providing their time and resources, volunteers help deliver services, products and opportunities that otherwise might have been more expensive or not provided at all. "I commend Mr Wilson and all the other volunteers for their service over the past 25 or more years - they truly are the backbone of our communities."  The WA Volunteer Service Awards program recognises Western Australian volunteers who have provided 25 or more and 50 or more years of service to one organisation.  Volunteers who have dedicated 50 or more years will be recognised at a ceremony to be held on Thank a Volunteer Day on December 5.  Minister's office - 6552 6600	{"minister": "Simpson", "portfolio": "Seniors and Volunteering"}	2016-06-22
967	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/DG-appointed-to-the-Department-of-Water.aspx	Water Minister Mia Davies today welcomed the appointment of Mr Michael Rowe as Director General of the Department of Water. "Mike has been acting in the role since 2014 and I am pleased to see him appointed to continue the work he has been leading in the water sector and within the department," Ms Davies said. "Mike brings significant public sector experience to the role in the areas of regional development and water management.  "Having worked across strategy, policy, advisory and delivery roles in Western Australian Government agencies, Mike is well positioned to provide strong leadership for an area essential to the State's growth and development." Mr Rowe holds a Bachelor of Environmental Science, with First Class Merit Honours; a Graduate Certificate in Public Sector Leadership; and a Postgraduate Diploma in Social Research and Program Evaluation. He has more than 23 years' experience in the government sector, including senior leadership roles. "I congratulate Mike on his appointment and look forward to continuing to work with him to ensure WA's water is managed sustainably to benefit the community, economy and environment," the Minister said. Minister's office - 6552 5500	{"minister": "Davies", "portfolio": "Water"}	2016-06-22
968	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Framework-to-guide-improved-Aboriginal-outcomes.aspx	The Liberal National Government's Aboriginal Services and Practice Framework 2016-2018 was launched today by Child Protection Minister Andrea Mitchell. The framework is a three-year guide to improving outcomes for Aboriginal children, families and communities who come into contact with the child protection system.  Ms Mitchell said the increasing number of Aboriginal children entering out-of-home care necessitated a strong, focused and culturally responsive approach to improving the delivery of services, and ultimately outcomes for Aboriginal children and families. "We have worked with a range of stakeholders, including the Aboriginal community to identify the foundation elements, guiding principles and priority areas for change that will assist in achieving this vision," she said. The framework identifies four priority areas, including capacity building, community engagement, practice development and people development. "These areas build on and inform current Department for Child Protection and Family Support reforms in out-of-home care and the Earlier Intervention and Family Support strategy," the Minister said. "Today's launch further demonstrates the department's commitment to improving outcomes for Aboriginal children, families and communities. "With an Aboriginal staffing profile of nearly nine per cent, the department has one of the highest levels of Aboriginal employees in the Western Australian public sector." Staffing includes a dedicated Aboriginal Engagement and Coordination directorate, and one or more Aboriginal practice leaders in every district across the State providing high-level cultural advice and practice guidance on individual cases. Minister's office - 6552 5400	{"minister": "Mitchell", "portfolio": "Child Protection"}	2016-06-22
989	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/07/Regional-airports-to-share-in-3-point-88-million-dollars.aspx	Airports across regional Western Australia are invited to apply for the 2017-19 round of Regional Airports Development Scheme (RADS) grants totalling $3.88 million, to help improve airport infrastructure.  Transport Minister Dean Nalder said the RADS grants provided much needed funds for regional airport projects to help improve regional air services and air safety, as well as promote development for the benefit of regional communities. "Funding from RADS grants helps numerous regional airports, some located in the most remote areas in WA, maintain and upgrade their airport infrastructure as well as undertake planning to ensure regional airports continue to meet the economic and community needs in our regions," Mr Nalder said. "Since 2008-09, RADS has allocated nearly $36 million to 217 regional airport projects, helping to improve their facilities and airport infrastructure planning." The 2017-19 round of funding is available to eligible owners or leaseholders of regional airports that can be accessed by the public.  Applications for grants must provide for common-user transport infrastructure to improve air services and/or air safety for regional communities. "The Liberal National Government is committed to ensuring safe and accessible aviation services that meet the transport needs of regional communities across WA.  These grants help make this possible," the Minister said.  The 2017-19 RADS grants are funded through the Department of Transport. All applications for grants will be assessed by the RADS consultative committee which is made up of representatives from the departments of Transport, Fire and Emergency Services, Planning, Housing, and Regional Development; along with the Royal Flying Doctor Service; and Tourism WA. Applications open on Monday, July 4, 2016 and are available for downloading at    Applications close 5pm (AWST) on August 5, 2016.   Minister's office - 6552 6400	{"minister": "Nalder", "portfolio": "Transport"}	2016-07-01
969	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Sale-of-hay-to-help-West-Kimberley-communities.aspx	The Liberal National Government will donate funds raised by the sale of its Rhodes grass hay operation to a new community grants scheme for the West Kimberley.     Water Minister Mia Davies said the Water Corporation had joined forces with the Lions Club of Broome to start the West Kimberley Community Grants Scheme.  "I am pleased to announce applications will soon be open for not-for-profit organisations and local schools to apply for grants of up to $10,000 to fund local projects that will benefit communities in the West Kimberley," Ms Davies said. The Water Corporation have irrigated a crop of Rhodes grass with recycled water from the Broome North Wastewater Treatment Plant, and this will be sold as fodder to local farmers.    "This presents an exciting opportunity to use part of the funds generated by the disposal of Broome's wastewater to bring real benefits for the community," the Minister said. "There are many passionate local community groups who have great ideas for projects and initiatives, and it is encouraging to have the Water Corporation partnering with the Lions Club to help turn some of these ideas into reality." Lions Club of Broome president Reg Ripp said he looked forward to working with the Water Corporation to administer the scheme to help people in the West Kimberley. The first round of funding of the West Kimberley Community Grants Scheme is open for four weeks from July 4, 2016 until July 29, 2016 and applications can be lodged via     The total value of each round of funding will depend on the amount of hay sold and produced by the Water Corporation at each harvest. Minister's office - 6552 5500	{"minister": "Davies", "portfolio": "Water"}	2016-06-23
970	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/New-bill-a-win-win-for-property-buyers-and-developers.aspx	New legislation introduced to State Parliament today will support the timely release of new subdivided lots, enabling developers to invest while providing better protections for buyers. The Sale of Land Amendment Bill 2016 will address potential issues buyers may face when purchasing a lot off the plan. Lands Minister Terry Redman said currently, developers were able to offer land for sale without first obtaining relevant approvals and titles. "This can be very risky for the purchaser if finance for the development falls through or the developer is unscrupulous and absconds with the purchaser's deposit," he said. Mr Redman said a 2014 Supreme Court decision had led to legal uncertainty about the ability of developers to enforce sales contracts if they were signed before they owned the land. "This legal uncertainty has been detrimental to the property industry because developers have been constrained in their ability to deliver new projects and banks have been reluctant to lend money in these circumstances," he said. The Minister said the Liberal National Government's proposed legislation would enable developers to sell lots off the plan while also providing extra protection for buyers. "The amendments to the Act will clearly state the obligations of developers and buyers when the developer is not the registered owner of the land at the time of sale," Mr Redman said. "Sales contracts will make buyers aware of the situation and will provide a deadline for the developer to become the registered owner of the lot. "Deposits will be held in Australian trust accounts and will be refunded if the developer fails to meet the deadline. "These amendments will clear up uncertainties relating to the enforceability of sales contracts which will support the release of affordable new lots and subdivisions into the market." Minister's office - 6552 6700	{"minister": "Redman", "portfolio": "Lands"}	2016-06-23
971	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Revitalisation-funding-for-Laverton-and-Dundas.aspx	Regional Development Minister Terry Redman today announced funding of $9.46 million from the Liberal National Government's Goldfields-Esperance Revitalisation Fund, for the new Laverton community hub and the Norseman airfield upgrade. The Laverton community hub project will receive $8.01 million for a replacement swimming pool, a new indoor multi-purpose building as well as refurbishments to the town hall to deliver a new youth centre, office space and a community amphitheatre. The Norseman airfield project will receive $1.45 million to upgrade infrastructure at the airfield, in particular the runway, taxiway and apron pavements to provide aircraft with 24-hour access. Mr Redman said the projects were great examples of Royalties for Regions investing in community-based projects that would deliver social and economic benefits and contributed to the attraction and retention of residents in the region. "The Laverton community hub project will deliver a new central meeting place for the residents of Laverton and visitors from Ngaanyatjarra Lands where social, recreational, sporting, artistic and educational activities can flourish," he said. "The upgrade of the Norseman airfield will allow small and medium-size aircraft to use the airfield more often, and improve the safety of aircraft operations in circumstances where the airfield may not otherwise be available for use. "Royalties for Regions is contributing to the development of strong and sustainable communities to support long-term growth in our regions." The Goldfields-Esperance Revitalisation Fund is a $198 million Royalties for Regions initiative that invests in priority projects to enable economic and social development in the region. The fund is administered by the Goldfields-Esperance Development Commission and the Department of Regional Development. Minister's office - 6552 6700	{"minister": "Redman", "portfolio": "Regional Development"}	2016-06-24
972	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Geraldtons-West-End-foreshore-complete.aspx	Premier Colin Barnett has officially opened the final elements of the City of Geraldton's $11.1 million West End Revitalisation project including a multi-purpose centre and event space and a youth precinct. Mr Barnett said the project, which began in 2013, was a significant milestone for the city in response to the needs of the growing population. "This is a landmark project that has revitalised the precinct and turned it into a destination for entertainment, recreation and community meetings," the Premier said. The multi-purpose centre consists of three buildings interconnected with courtyards and a verandah, while the events space features an outdoor stage, tiered seating and public open space with the capacity to cater for events attended by more than 5,000 people. "This new venue is the ideal facility to host popular community and cultural events including Geraldton's Australia Day festival and the Festivals on the Foreshore event," Mr Barnett said. Regional Development Minister Terry Redman said Royalties for Regions was supporting the project with a $363,000 investment. "The foreshore revitalisation will provide a vibrant community space for residents and tourists to enjoy recreational activities - an essential investment for regional communities," Mr Redman said. The youth precinct opened to the public earlier this year and features a mix of high tech, adventure and traditional play equipment that has proven a hit with people of all ages.  Other completed elements of the project include a beach wheelchair ramp on the western side of the Town Beach groyne, and the replacement finger jetty.  Both constructions will improve access to the beach and water for users of all abilities. Premier's office - 6552 5000 Regional Development Minister's office - 6552 6700	{"minister": "Barnett; Redman", "portfolio": "Premier; Regional Development"}	2016-06-24
973	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/100000-dollars-prize-money-for-Start-IT-Up-WA-Challenge.aspx	Innovation Minister Bill Marmion has announced the opening of the Liberal National Government's Start IT Up WA Challenge, offering a total of $100,000 in prize money for projects that provide innovative solutions to government problems. The challenge is one of the first initiatives to be funded from the Government's $20 million innovation package.  "The Start IT Up WA Challenge is about using local ideas to take the use of government data to the next level, and cut red tape across the Western Australian public sector," Mr Marmion said. "The Government will offer $100,000 in prize money to see local ideas make it to market, and ultimately be integrated into the everyday operations of government agencies." The Minister made the announcement as part of his opening address to members of the IT and telecommunications industry at last night's WAITTA INCITE awards ceremony. The projects need to have a viable business plan. "We know from the many successful hackathons which have already been run in WA that the ICT community is enthusiastic about using government data to solve problems in innovative ways," Mr Marmion said.  Details on how to enter are available on the Office of the Government Chief Information Officer  . Minister's office - 6552 6800	{"minister": "Marmion", "portfolio": "Innovation"}	2016-06-25
974	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Helping-people-with-disability-to-enjoy-fishing.aspx	Premier Colin Barnett and Fisheries Minister Joe Francis have welcomed the latest initiative from not-for-profit association Fishability, to set up its program in Geraldton. Formerly known as Fishers with Disabilities, Fishability is a volunteer group which provides jetty and vessel-based fishing activities to children and adults living with disability. Attending the launch of the new Geraldton program at the Batavia Museum boardwalk today, Mr Barnett said the initiative could not have happened without members of the community who had volunteered or supported the association's establishment in the Mid-West. "The recent effort to expand the Fishability program in regional areas is another great achievement among many that have seen the organisation continue to grow over 16 years," Mr Barnett said. "I congratulate all of the association's volunteers and supporters throughout the State, who dedicate themselves to providing regular recreational fishing opportunities to improve the health and wellbeing of participants."   Fisheries Minister Joe Francis said Fishability received an annual grant of $75,000 from the Department of Fisheries as well as financial support from the Recreational Fishing Initiatives Fund (RFIF). "RFIF receives 25 per cent of all recreational fishing licence fees which it allocates to worthy projects and initiatives such as Fishability," Mr Francis said. "That funding has allowed the organisation to conduct activities such as its annual Fishability Day and to develop a map which shows locations that are accessible to people with disabilities.  "By expanding its program to Geraldton, Fishability is now helping to empower fishers with disabilities in the Mid-West to enjoy greater participation in recreational fishing." Premier's office - 6552 5000 Fisheries Minister's office - 6552 6500	{"minister": "Barnett; Francis", "portfolio": "Premier; Fisheries"}	2016-06-24
975	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Forecast-looks-good-for-Gascoyne-Junction.aspx	Disruptions in the Gascoyne region due to floods will be significantly reduced, with the Liberal National Government today announcing $9.045 million of Royalties for Regions investment to construct a new low-level bridge system over the Gascoyne River at Gascoyne Junction. Regional Development Minister Terry Redman said this Royalties for Regions investment would provide surety of access to essential services and amenities at Gascoyne Junction. "The crossing at Gascoyne Junction is vital for the inland transport corridor linking the Pilbara and Gascoyne and providing access to Carnarvon and the rest of the State," Mr Redman said. "In times of flooding, the existing structure is unreliable and essentially splits the town in two, leaving some residents with no access to facilities including school and health services." The Gascoyne River Crossing - Gascoyne Junction project will provide a safe and reliable crossing in all but extreme flood events, improving vehicle access for the mining industry, pastoralists, residents and tourists in the region.  The Gascoyne River is prone to flooding and the current crossing, originally built in the 1950s, contributes to an average annual road closure time of 33 days, causing severe economic and social impact. "The necessary detours of up to 700 kilometres is a significant detractor for potential commercial and tourist road users who would seek to avoid an increased travel time of up to 11 hours," the Minister said.  The project, managed by the Shire of Upper Gascoyne, is ready for construction, with critical work expected to be completed prior to the cyclone season and finalised by mid-2017. Minister's office - 6552 6700	{"minister": "Redman", "portfolio": "Regional Development"}	2016-06-24
976	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/New-Rockingham-mental-health-service-on-track.aspx	The opening of a 10-bed Rockingham community subacute centre in Rockingham is a step closer with the awarding of a contract to Mind Australia to deliver mental health counselling and ancillary treatment services at the facility. Mental Health Minister Andrea Mitchell said the centre, which would provide recovery oriented services in a residential style setting, was on track to open in September 2016. "The Liberal National Government is funding Mind Australia $5.7 million over five years to deliver services to assist people to recover from mental illness in a community setting," Ms Mitchell said. "Mind Australia will partner with the South Metropolitan Health Service to provide on-site clinical support services. "This is an innovative model that is a further example of the public-private partnerships that provides West Australians with the best value and outcomes for their healthcare dollar." With construction expected to be completed by July 2016, the Minister said the new facility would deliver step-up services that provided short-term residential support to help people manage a change in their mental health, and step-down services to assist people transitioning back to living in the community after discharge from acute hospital care. "The provision of adequate community beds and the strengthening of appropriate services in the community are crucial to reducing inappropriate and therefore excess demand for acute hospital care," Ms Mitchell said. Step-up, step-down services help build better community understanding of mental health issues, removing much of the trauma, stigma and cost that can result from episodes of mental illness. Minister's office - 6552 6900	{"minister": "Mitchell", "portfolio": "Mental Health"}	2016-06-24
977	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Perth-Stadium-operator-agreement-signed.aspx	The Liberal National Government has executed the operator agreement with VenuesLive Management Services (VenuesLive, formerly Stadium Australia Operations) allowing it to commence its role as operator of Perth Stadium.   Sport and Recreation Minister Mia Davies said the agreement represented another significant milestone for the stadium and gave the operator more than 18 months to prepare for the opening in early 2018. "One of the operator's first priorities will be to undertake a recruitment search for key operational personnel ahead of employing about 70 full-time operational staff and an additional workforce of 1,750 for event days," she said, adding that the recruitment process for the chief executive officer would commence today.  "VenuesLive will also now progress key contracts for ticketing and security, while working with Tourism Western Australia and VenuesWest to secure a range of exciting events for Perth Stadium." Ms Davies said as part of its bid, VenuesLive proposed on average 40 different events each year using its unique experience driving events at ANZ Stadium within the Sydney Olympic Park Precinct.  "The State Government is focused on ensuring this world-class Perth Stadium and its surrounding sports precinct delivers a year-round event schedule comprising a mix of large and small events across the precinct facilities," she said. The Minister said the operator would now enter into negotiations to finalise user agreements with football and cricket while talks would also be progressed with other potential users such as Australian Rugby Union and Football Federation Australia, English Premier League clubs, concert promoters plus a range of community arts and smaller sport event owners.   VenuesLive is contracted for an initial five-year term and the State Government has an option to extend for a further five years.  Construction of the stadium is more than 40 per cent complete and on schedule to open in time for the start of the 2018 AFL season.  Minister's office - 6552 5500	{"minister": "Davies", "portfolio": "Sport and Recreation"}	2016-06-28
978	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Natural-resources-benefit-from-project-grants.aspx	An interactive natural resource management exhibit in Geraldton and a documentary on the endangered western ground parrot are among projects funded to help community groups protect Western Australia's natural resources. Agriculture and Food Minister Dean Nalder said $8.34 million would be distributed over two and a half years to 61 volunteer groups, as part of the State Natural Resource Management (NRM) Program's Community Capability Grants. "The grants will provide vital support to groups which are dedicated to work that benefits the environment and all West Australians," Mr Nalder said. "Maintaining and strengthening the capability of community NRM groups is critically important." Grant projects include  Regional Development Minister Terry Redman said State Government Royalties for Regions was contributing $7.12 million to the program. "The grants are part of the Liberal National Government's $24 million funding commitment over three years made possible by a $19.2 million investment by Royalties for Regions and $4.8 million from the Department of Agriculture and Food WA," Mr Redman said. "This Royalties for Regions investment will support the important work undertaken by local NRM groups in regional communities to preserve unique natural environments." Agriculture and Food Minister's office - 6552 6400 Regional Development Minister's office - 6552 6700	{"minister": "Nalder; Redman", "portfolio": "Agriculture and Food; Regional Development"}	2016-06-28
979	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Pilbara-port-fees-kept-down-to-help-jobs.aspx	The Liberal National Government will extend price relief at Port Hedland's Utah Point Bulk Handling Facility to help junior Pilbara miners continue exporting iron ore and protect thousands of jobs. Transport Minister Dean Nalder said he would issue a direction to Pilbara Ports Authority to extend the discount regime to June 30, 2017. The Government originally announced a $2.50 per tonne discount for the junior operators in May 2015, which was due to expire on Thursday (June 30, 2016).  Mr Nalder said the decision would help junior operators such as Atlas Iron and Mineral Resources Limited preserve employment for their workers, contractors and suppliers. "The Government has had great success with the Utah Point facility," he said.  "The initiative to build the port has unlocked iron ore deposits that would have been difficult to access, enabling additional economic development in the Pilbara including thousands of jobs." State Development Minister Bill Marmion said the Liberal National Government had also decided to extend the discount to manganese exports handled at the facility to encourage the remobilisation of the nearby Woodie Woodie mine. "We would like to see Woodie Woodie recommence operations and the extension of the discount demonstrates the Government's support for remobilisation," Mr Marmion said. The $2.50 per tonne port charge discount is conditional on the iron ore price staying below A$80 per tonne.   Transport Minister's office - 6552 6400 State Development Minister's office - 6552 6800	{"minister": "Nalder; Marmion", "portfolio": "Transport; State Development"}	2016-06-28
980	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Investing-today-for-an-ageing-Western-Australia.aspx	Three-quarters of West Australian seniors are now living in local governments that are actively working towards the establishment of age-friendly communities. Seniors and Volunteering Minister Tony Simpson today met with 100 representatives from State and local governments, universities and community service organisations at a workshop to collaborate on ways to better support seniors.  Facilitated by Dr Jane Barratt, Secretary General of the International Federation on Ageing, the Age-Friendly Western Australia Workshop is one of several initiatives undertaken by the Liberal National Government to prioritise the needs of ageing West Australians.  "In 2015-16, the State Government has invested more than $1 million through the Age Friendly Communities grants into programs and initiatives to promote seniors' inclusion, participation and security," Mr Simpson said.  "Addressing the needs of our ageing population is a high priority and it's a responsibility shared across the whole of government and the wider community. "To date, half of Western Australia's local governments have received State Government funding to establish age-friendly communities. "This means 75 per cent of our seniors are now living in a local government area that has investigated what policies, services and structures seniors need, to age well." Other initiatives undertaken by the Government to support seniors include: Minister's office - 6552 6600 Photograph caption: Seniors and Volunteering Minister Tony Simpson with Secretary General of the International Federation on Ageing, Dr Jane Barratt	{"minister": "Simpson", "portfolio": "Seniors and Volunteering"}	2016-06-28
981	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/New-campground-opens-at-Dryandra-Woodland.aspx	One of Western Australia's best locations for viewing wildlife is now available to campers with the opening of the Gnaala Mia campground in Dryandra Woodland near Williams. Environment Minister Albert Jacob said the new $600,000 campground was part of the Liberal National Government's four-year, $21.05 million investment in Parks for People under the Caravan and Camping Action Plan 2013-2018. "Dryandra Woodland is one of the few places in this State where visitors can see endangered species such as numbats, woylies and tammar wallabies in the wild, as well as more than 100 bird species and 50 reptile species," Mr Jacob said.  "Now, people will be able to truly immerse themselves in this nature's paradise by camping at one of the 35 campsites, which come with a camp kitchen, new toilets, and a fireplace and table for each site. "A new walk trail originating from the campground adds to the network of walking, cycling and driving trails in the woodland.  It's also close to the popular Barna Mia sanctuary where visitors can see threatened animals up-close at night. "This campground is the latest to be rolled out as part of our commitment to provide 450 additional campsites on Parks and Wildlife-managed land over four years by 2016-17, and we are well on track to meet that target, with more than 340 sites completed so far." Regional Development Minister Terry Redman said there were increasing opportunities for West Australians and visitors to experience affordable caravan and camping holidays throughout the State. "New and improved camping facilities create positive visitor experiences and contribute to the economic sustainability and vibrancy of our regional communities," Mr Redman said. "The development of recreational opportunities for locals and visitors alike is an important area of investment for Royalties for Regions because it helps to create commercial community partnerships and boosts local economic development." Environment Minister's office - 6552 5800 Regional Development Minister's office - 6552 6700	{"minister": "Jacob; Redman", "portfolio": "Environment; Regional Development"}	2016-06-29
982	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/07/Young-leaders-set-political-agenda.aspx	State politicians will be replaced by nearly 60 fresh faces this week, as young West Australians assume the roles of Parliamentarians to develop and debate legislation in Parliament House this week. Officially opening the Western Australian YMCA Youth Parliament today, Youth Minister Tony Simpson said the program provided young people with opportunities to develop their personal skills and learn more about the political process in Western Australia. "I am delighted to be a part of this initiative which facilitates young people getting involved in their communities and making recommendations on government policy," Mr Simpson said. "The Youth Parliament program is an important platform for young people to have their say on the big issues, enabling them to contribute the views of their electorate at a State level. "We know that the decisions being made today will affect the young people of tomorrow, and this program allows them to be a part of that decision-making process while also building confidence and developing their leadership skills." The Minister said that the topics of debate which had been selected for this year's program were of significant importance to young people. "Domestic violence, mental health, cultural awareness and youth employment are just some of the big issues that will be debated by young people this week," he said.  Among the Bills to be debated at the 2016 Youth Parliament are: Minister's office - 6552 6600	{"minister": "Simpson", "portfolio": "Youth"}	2016-07-04
983	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/07/Safety-report-deems-billboard-safe.aspx	An independent assessment of a digital LED electronic billboard on a Kwinana Freeway overpass bridge at Bull Creek railway station, near Leach Highway, has found it meets key safety guidelines. The Department of Transport engaged the ARRB Group to conduct a safety assessment on the billboard, which measures 12.66 metres wide and 3.35 metres high, after it was activated in April 2015 raising public safety concerns. In its report, ARRB found that the digital device 'is acceptable from a safety perspective' when assessed by the Main Roads Policy and Application Guidelines for Advertising Signs, an Austroads report AP-R420-13 and relevant research. Transport Minister Dean Nalder said the Liberal National Government supported the use of billboards as an advertising tool, had accepted ARRB's findings on the Bull Creek advertising mechanism and would reactivate it on July 8. "The billboard was assessed against safety relevant criteria that have been previously and successfully applied in a number of other jurisdictions in Australia," Mr Nalder said. "The device will soon be reactivated, and to allay any public concerns we will adopt a conservative 'start-up' commissioning approach which is well within the Main Roads WA guidelines for advertising signs." The Minister said use of the electronic billboard would meet strict safety and compliance guidelines regarding colour; changeover time; size and illumination, consistent with the ARRB Group's safety assessment advice. "To assist road users to adapt to change, dwell times or the time allocated to particular advertisements will be extended to 60 seconds (from 45 seconds) and a lighting specialist will be in attendance to validate luminance levels," he said. Mr Nalder said Main Roads Western Australia would further review the safety aspects of the billboard over forthcoming months. Minister's office - 6552 6400	{"minister": "Nalder", "portfolio": "Transport"}	2016-07-01
984	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/07/WA-enters-next-phase-of-NDIS.aspx	The existing Western Australian National Disability Insurance Scheme (NDIS) trials will be extended another year from today, as plans progress for further expansion into new local government areas. Disability Services Minister Donna Faragher said trials in the Lower South West, Cockburn-Kwinana and Perth Hills were being continued, allowing additional eligible people in those areas to join up.  "The extension of the NDIS trials in these areas will enable those West Australians already benefiting from the NDIS to continue to do so," Mrs Faragher said.  "It also means that additional eligible people with disability in those locations will have the opportunity to join the trial and access supports and services during the coming year." The Minister said by early 2017, the State and Commonwealth models of the NDIS would be expanded into an additional nine local governments areas ahead of an expected State-wide roll out. "By July 1 next year, 11,000 people with disability will be entitled to access the NDIS - that's nearly a quarter of all eligible West Australians," she said. "The State and Commonwealth governments are continuing to work closely to finalise how the NDIS will be governed in WA, but what we do know is that it will be nationally consistent in relation to eligibility, portability and reasonable and necessary supports." Mrs Faragher said a community engagement plan was underway to seek the views of people with disability, their families and carers on how the NDIS could best meet the needs of West Australians. "This process, which is being co-ordinated by the Ministerial Advisory Council on Disability, will give people with disability and their families and carers, the opportunity to provide valuable input about what's working best on the ground and what else could be improved," she said. The WA Government will invest $181 million this financial year to support the NDIS in WA. The Commonwealth Government will contribute $159 million for the NDIS trials in 2016-17. Minister's office - 6552 5300	{"minister": "Faragher", "portfolio": "Disability Services"}	2016-07-01
990	https://www.mediastatements.wa.gov.au/Pages/Barnett/2016/06/Labor-votes-against-overhaul-of-conservation-laws.aspx	The Labor Party has irresponsibly opposed the Liberal National Government's Biodiversity Conservation Bill, which brings Western Australia's outdated conservation laws into the 21st century. Environment Minister Albert Jacob said the recent State Parliamentary debate about the Bill was the first time in more than 60 years that a Western Australian Government had considered modern conservation laws, and Labor had flunked the test of its commitment to conservation. Mr Jacob said the Liberal National Government had delivered its 2013 election commitment to introduce legislation replacing the Wildlife Conservation Act 1950 - an initiative no Labor government had ever come close to doing despite repeated promises to do so. "The Labor Party is irresponsible and short-sighted for opposing the Biodiversity Conservation Bill in the Legislative Assembly last night," the Minister said. "When the moment arrived for the Australian Labor Party in Western Australia to do something that it has always aspired to do, to support a biodiversity conservation Bill, it voted against it.  "The existing law under the Wildlife Conservation Act has no capacity to deliver modern environmental management.  The Labor Party's lack of support for this new Bill shows how little it understands the complexities of biodiversity conservation. "It's clear the Opposition is more concerned with playing politics than conservation and species protection. "I have considered all past proposals and comments so the Bill has the right key features sought by most of the community.  It's a significant overhaul of WA's environmental legislation and delivers initiatives to an extent never before seen in this State."    Mr Jacob said the new Bill allowed the listing of threatened ecological communities for the first time in Western Australia.  It had the capacity to list critical habitats and included opportunities to facilitate private conservation efforts. Minister's office - 6552 5800	{"minister": "Jacob", "portfolio": "Environment"}	2016-06-30
